sub_category,product_id,cost_price,list_price,quantity,discount_percent,profit,discount,sales_price
Paper,OFF-PA-10003309,10,10,2,5,1.0,1.0,12.0
Paper,OFF-PA-10002787,10,10,2,2,1.0,1.0,12.0
Binders,OFF-BI-10000174,20,20,5,5,2.0,2.0,24.0
Paper,OFF-PA-10002005,30,30,5,2,3.0,3.0,36.0
Fasteners,OFF-FA-10002815,20,20,6,2,2.0,2.0,24.0
Phones,TEC-PH-10000213,160,170,7,5,16.0,16.0,192.0
Appliances,OFF-AP-10000828,320,360,2,4,32.0,32.0,384.0
Accessories,TEC-AC-10004708,50,60,3,5,5.0,5.0,60.0
Phones,TEC-PH-10001530,710,820,3,5,71.0,71.0,852.0
Storage,OFF-ST-10002301,20,20,1,4,2.0,2.0,24.0
Furnishings,FUR-FU-10002554,20,20,1,4,2.0,2.0,24.0
Tables,FUR-TA-10001520,140,170,3,2,14.0,14.0,168.0
Furnishings,FUR-FU-10001085,40,40,2,3,4.0,4.0,48.0
Binders,OFF-BI-10001597,70,80,2,4,7.0,7.0,84.0
Binders,OFF-BI-10002429,50,50,6,3,5.0,5.0,60.0
Storage,OFF-ST-10001590,10,10,1,4,1.0,1.0,12.0
Chairs,FUR-CH-10000847,270,290,1,3,27.0,27.0,324.0
Art,OFF-AR-10003179,30,40,4,3,3.0,3.0,36.0
Paper,OFF-PA-10000807,20,20,5,4,2.0,2.0,24.0
Binders,OFF-BI-10002103,50,50,7,2,5.0,5.0,60.0
Art,OFF-AR-10004441,20,20,4,4,2.0,2.0,24.0
Storage,OFF-ST-10003805,1190,1350,8,3,119.0,119.0,1428.0
Accessories,TEC-AC-10001284,50,60,3,3,5.0,5.0,60.0
Furnishings,FUR-FU-10000221,20,20,4,3,2.0,2.0,24.0
Fasteners,OFF-FA-10001229,10,10,3,3,1.0,1.0,12.0
Labels,OFF-LA-10001569,30,30,7,3,3.0,3.0,36.0
Furnishings,FUR-FU-10004018,70,90,6,5,7.0,7.0,84.0
Phones,TEC-PH-10004536,250,270,2,2,25.0,25.0,300.0
Paper,OFF-PA-10004353,90,100,5,3,9.0,9.0,108.0
Furnishings,FUR-FU-10004848,40,40,4,3,4.0,4.0,48.0
Accessories,TEC-AC-10004864,100,120,4,5,10.0,10.0,120.0
Binders,OFF-BI-10002393,0,0,2,3,0.0,0.0,0.0
Chairs,FUR-CH-10002335,360,410,2,4,36.0,36.0,432.0
Storage,OFF-ST-10001590,30,40,3,3,3.0,3.0,36.0
Chairs,FUR-CH-10002774,100,120,3,4,10.0,10.0,120.0
Envelopes,OFF-EN-10001219,20,20,2,2,2.0,2.0,24.0
Paper,OFF-PA-10001947,10,10,2,4,1.0,1.0,12.0
Furnishings,FUR-FU-10003142,20,20,3,4,2.0,2.0,24.0
Binders,OFF-BI-10001543,90,90,3,4,9.0,9.0,108.0
Art,OFF-AR-10003560,20,20,3,2,2.0,2.0,24.0
Art,OFF-AR-10004757,10,10,4,5,1.0,1.0,12.0
Phones,TEC-PH-10003800,100,110,2,4,10.0,10.0,120.0
Tables,FUR-TA-10004152,430,490,7,5,43.0,43.0,516.0
Binders,OFF-BI-10000756,10,10,7,3,1.0,1.0,12.0
Envelopes,OFF-EN-10004206,280,330,2,2,28.0,28.0,336.0
Chairs,FUR-CH-10004477,350,380,9,4,35.0,35.0,420.0
Phones,TEC-PH-10003505,120,150,2,3,12.0,12.0,144.0
Phones,TEC-PH-10000526,510,540,7,4,51.0,51.0,612.0
Binders,OFF-BI-10003314,0,0,2,2,0.0,0.0,0.0
Art,OFF-AR-10003190,10,10,3,2,1.0,1.0,12.0
Furnishings,FUR-FU-10001861,10,10,1,3,1.0,1.0,12.0
Phones,TEC-PH-10003963,560,660,4,5,56.0,56.0,672.0
Labels,OFF-LA-10003388,10,10,2,5,1.0,1.0,12.0
Tables,FUR-TA-10002855,300,350,3,3,30.0,30.0,360.0
Chairs,FUR-CH-10004886,200,230,3,4,20.0,20.0,240.0
Paper,OFF-PA-10003657,10,10,3,3,1.0,1.0,12.0
Binders,OFF-BI-10004738,50,60,3,4,5.0,5.0,60.0
Fasteners,OFF-FA-10003112,20,30,4,5,2.0,2.0,24.0
Storage,OFF-ST-10002486,20,30,4,4,2.0,2.0,24.0
Binders,OFF-BI-10003984,10,10,1,4,1.0,1.0,12.0
Envelopes,OFF-EN-10004773,40,50,2,4,4.0,4.0,48.0
Chairs,FUR-CH-10001146,120,130,3,3,12.0,12.0,144.0
Envelopes,OFF-EN-10003296,260,270,3,5,26.0,26.0,312.0
Phones,TEC-PH-10000193,90,110,3,4,9.0,9.0,108.0
Furnishings,FUR-FU-10002111,40,40,5,5,4.0,4.0,48.0
Chairs,FUR-CH-10003298,390,420,4,5,39.0,39.0,468.0
Storage,OFF-ST-10004950,90,100,6,3,9.0,9.0,108.0
Appliances,OFF-AP-10002350,40,50,3,2,4.0,4.0,48.0
Binders,OFF-BI-10004233,30,30,6,2,3.0,3.0,36.0
Paper,OFF-PA-10001892,20,20,4,3,2.0,2.0,24.0
Binders,OFF-BI-10003291,10,10,6,2,1.0,1.0,12.0
Furnishings,FUR-FU-10004017,80,80,3,3,8.0,8.0,96.0
Art,OFF-AR-10002445,20,20,3,3,2.0,2.0,24.0
Binders,OFF-BI-10001718,110,130,2,3,11.0,11.0,132.0
Copiers,TEC-CO-10004202,420,480,2,5,42.0,42.0,504.0
Phones,TEC-PH-10002103,580,660,7,2,58.0,58.0,696.0
Furnishings,FUR-FU-10003724,30,30,4,3,3.0,3.0,36.0
Art,OFF-AR-10003732,10,10,5,3,1.0,1.0,12.0
Storage,OFF-ST-10000885,30,30,2,3,3.0,3.0,36.0
Binders,OFF-BI-10004817,10,10,1,3,1.0,1.0,12.0
Binders,OFF-BI-10001670,100,110,3,4,10.0,10.0,120.0
Paper,OFF-PA-10002709,70,70,11,4,7.0,7.0,84.0
Accessories,TEC-AC-10004469,220,240,6,5,22.0,22.0,264.0
Furnishings,FUR-FU-10003424,30,30,3,3,3.0,3.0,36.0
Labels,OFF-LA-10003720,20,20,8,4,2.0,2.0,24.0
Art,OFF-AR-10000390,10,10,2,4,1.0,1.0,12.0
Envelopes,OFF-EN-10001335,70,80,7,3,7.0,7.0,84.0
Art,OFF-AR-10003469,10,10,5,2,1.0,1.0,12.0
Binders,OFF-BI-10003718,500,590,6,5,50.0,50.0,600.0
Fasteners,OFF-FA-10004838,10,10,3,5,1.0,1.0,12.0
Furnishings,FUR-FU-10002508,30,30,3,3,3.0,3.0,36.0
Storage,OFF-ST-10001511,380,450,7,5,38.0,38.0,456.0
Supplies,OFF-SU-10000952,20,20,2,2,2.0,2.0,24.0
Phones,TEC-PH-10002275,270,300,2,4,27.0,27.0,324.0
Chairs,FUR-CH-10003535,130,150,3,3,13.0,13.0,156.0
Appliances,OFF-AP-10004052,10,10,2,2,1.0,1.0,12.0
Tables,FUR-TA-10003473,790,900,3,5,79.0,79.0,948.0
Art,OFF-AR-10001897,40,50,3,5,4.0,4.0,48.0
Art,OFF-AR-10000034,20,30,8,2,2.0,2.0,24.0
Supplies,OFF-SU-10004115,20,20,3,5,2.0,2.0,24.0
Appliances,OFF-AP-10001947,80,90,5,2,8.0,8.0,96.0
Chairs,FUR-CH-10004853,130,150,1,3,13.0,13.0,156.0
Envelopes,OFF-EN-10000483,130,140,9,5,13.0,13.0,156.0
Fasteners,OFF-FA-10001332,10,10,4,2,1.0,1.0,12.0
Paper,OFF-PA-10003790,20,20,1,5,2.0,2.0,24.0
Paper,OFF-PA-10003134,140,150,4,3,14.0,14.0,168.0
Envelopes,OFF-EN-10004459,10,10,2,2,1.0,1.0,12.0
Accessories,TEC-AC-10003628,160,170,7,4,16.0,16.0,192.0
Phones,TEC-PH-10004093,40,50,1,3,4.0,4.0,48.0
Storage,OFF-ST-10001490,440,540,3,2,44.0,44.0,528.0
Binders,OFF-BI-10000605,10,10,2,5,1.0,1.0,12.0
Paper,OFF-PA-10004255,40,50,7,3,4.0,4.0,48.0
Furnishings,FUR-FU-10000023,50,50,8,5,5.0,5.0,60.0
Binders,OFF-BI-10000285,30,30,4,5,3.0,3.0,36.0
Art,OFF-AR-10000588,40,50,3,2,4.0,4.0,48.0
Paper,OFF-PA-10002250,20,20,5,2,2.0,2.0,24.0
Appliances,OFF-AP-10002457,50,60,3,5,5.0,5.0,60.0
Fasteners,OFF-FA-10002763,20,30,9,3,2.0,2.0,24.0
Accessories,TEC-AC-10000109,110,130,3,2,11.0,11.0,132.0
Phones,TEC-PH-10002415,510,590,2,4,51.0,51.0,612.0
Chairs,FUR-CH-10000785,490,540,3,5,49.0,49.0,588.0
Copiers,TEC-CO-10001449,2560,2880,6,2,256.0,256.0,3072.0
Binders,OFF-BI-10001670,80,90,3,5,8.0,8.0,96.0
Storage,OFF-ST-10001328,70,80,5,3,7.0,7.0,84.0
Supplies,OFF-SU-10001225,10,10,3,4,1.0,1.0,12.0
Paper,OFF-PA-10000357,170,180,4,4,17.0,17.0,204.0
Storage,OFF-ST-10000046,210,260,2,2,21.0,21.0,252.0
Furnishings,FUR-FU-10000023,10,10,3,5,1.0,1.0,12.0
Storage,OFF-ST-10003455,70,80,5,5,7.0,7.0,84.0
Storage,OFF-ST-10000876,20,20,2,3,2.0,2.0,24.0
Art,OFF-AR-10003582,130,140,5,3,13.0,13.0,156.0
Storage,OFF-ST-10004258,40,40,3,5,4.0,4.0,48.0
Furnishings,FUR-FU-10000719,20,20,2,3,2.0,2.0,24.0
Labels,OFF-LA-10001297,40,50,5,2,4.0,4.0,48.0
Furnishings,FUR-FU-10000723,100,120,3,4,10.0,10.0,120.0
Bookcases,FUR-BO-10003893,470,590,6,5,47.0,47.0,564.0
Storage,OFF-ST-10000736,60,80,1,5,6.0,6.0,72.0
Storage,OFF-ST-10000736,210,240,3,2,21.0,21.0,252.0
Art,OFF-AR-10003373,100,120,4,2,10.0,10.0,120.0
Art,OFF-AR-10000390,10,10,3,4,1.0,1.0,12.0
Art,OFF-AR-10001725,40,50,2,5,4.0,4.0,48.0
Copiers,TEC-CO-10001943,1410,1600,8,2,141.0,141.0,1692.0
Envelopes,OFF-EN-10002312,10,10,1,2,1.0,1.0,12.0
Binders,OFF-BI-10000831,0,0,4,5,0.0,0.0,0.0
Chairs,FUR-CH-10000749,510,580,4,5,51.0,51.0,612.0
Binders,OFF-BI-10002003,10,10,2,3,1.0,1.0,12.0
Machines,TEC-MA-10001972,500,560,2,5,50.0,50.0,600.0
Chairs,FUR-CH-10000225,140,150,2,3,14.0,14.0,168.0
Paper,OFF-PA-10001622,10,10,3,5,1.0,1.0,12.0
Chairs,FUR-CH-10004983,340,430,3,3,34.0,34.0,408.0
Paper,OFF-PA-10003228,410,440,9,3,41.0,41.0,492.0
Supplies,OFF-SU-10004498,50,60,5,2,5.0,5.0,60.0
Paper,OFF-PA-10001878,190,240,5,3,19.0,19.0,228.0
Paper,OFF-PA-10002923,160,200,4,3,16.0,16.0,192.0
Paper,OFF-PA-10001838,10,10,2,3,1.0,1.0,12.0
Storage,OFF-ST-10003123,140,170,5,3,14.0,14.0,168.0
Fasteners,OFF-FA-10001332,0,0,1,4,0.0,0.0,0.0
Storage,OFF-ST-10003442,40,50,2,3,4.0,4.0,48.0
Art,OFF-AR-10001468,50,60,2,2,5.0,5.0,60.0
Appliances,OFF-AP-10003266,20,20,2,4,2.0,2.0,24.0
Paper,OFF-PA-10002230,10,10,2,3,1.0,1.0,12.0
Appliances,OFF-AP-10003622,20,20,7,3,2.0,2.0,24.0
Accessories,TEC-AC-10001542,30,30,3,5,3.0,3.0,36.0
Chairs,FUR-CH-10002965,720,840,6,3,72.0,72.0,864.0
Storage,OFF-ST-10000563,70,80,3,3,7.0,7.0,84.0
Labels,OFF-LA-10002787,0,0,1,5,0.0,0.0,0.0
Binders,OFF-BI-10004022,10,10,9,2,1.0,1.0,12.0
Labels,OFF-LA-10001158,20,20,2,5,2.0,2.0,24.0
Furnishings,FUR-FU-10000076,70,80,4,4,7.0,7.0,84.0
Accessories,TEC-AC-10002335,70,70,2,3,7.0,7.0,84.0
Binders,OFF-BI-10002827,10,10,10,2,1.0,1.0,12.0
Bookcases,FUR-BO-10001601,500,620,7,4,50.0,50.0,600.0
Storage,OFF-ST-10001932,700,770,5,3,70.0,70.0,840.0
Appliances,OFF-AP-10001005,240,280,4,2,24.0,24.0,288.0
Phones,TEC-PH-10004042,580,640,4,2,58.0,58.0,696.0
Phones,TEC-PH-10001079,110,120,1,3,11.0,11.0,132.0
Furnishings,FUR-FU-10002918,220,270,3,2,22.0,22.0,264.0
Furnishings,FUR-FU-10003832,20,20,2,5,2.0,2.0,24.0
Binders,OFF-BI-10001617,30,30,4,2,3.0,3.0,36.0
Storage,OFF-ST-10000736,70,80,1,3,7.0,7.0,84.0
Accessories,TEC-AC-10004877,70,80,12,2,7.0,7.0,84.0
Storage,OFF-ST-10003221,20,20,2,4,2.0,2.0,24.0
Binders,OFF-BI-10003007,50,60,2,4,5.0,5.0,60.0
Fasteners,OFF-FA-10000936,30,30,9,3,3.0,3.0,36.0
Phones,TEC-PH-10003811,810,860,9,4,81.0,81.0,972.0
Tables,FUR-TA-10004152,230,240,4,3,23.0,23.0,276.0
Bookcases,FUR-BO-10002853,140,160,4,2,14.0,14.0,168.0
Binders,OFF-BI-10002071,0,0,2,4,0.0,0.0,0.0
Fasteners,OFF-FA-10000053,10,10,7,3,1.0,1.0,12.0
Phones,TEC-PH-10001305,390,440,9,3,39.0,39.0,468.0
Binders,OFF-BI-10001525,10,10,5,4,1.0,1.0,12.0
Furnishings,FUR-FU-10001876,50,50,2,2,5.0,5.0,60.0
Accessories,TEC-AC-10003628,60,70,3,3,6.0,6.0,72.0
Chairs,FUR-CH-10004860,210,240,3,2,21.0,21.0,252.0
Paper,OFF-PA-10000357,180,220,5,3,18.0,18.0,216.0
Paper,OFF-PA-10003270,10,10,2,4,1.0,1.0,12.0
Binders,OFF-BI-10000320,30,30,4,4,3.0,3.0,36.0
Chairs,FUR-CH-10003846,260,300,3,5,26.0,26.0,312.0
Chairs,FUR-CH-10004875,130,140,2,4,13.0,13.0,156.0
Chairs,FUR-CH-10003817,520,550,9,4,52.0,52.0,624.0
Furnishings,FUR-FU-10002116,200,210,3,5,20.0,20.0,240.0
Art,OFF-AR-10003481,10,10,2,5,1.0,1.0,12.0
Storage,OFF-ST-10004180,60,70,2,2,6.0,6.0,72.0
Paper,OFF-PA-10003657,10,10,2,3,1.0,1.0,12.0
Furnishings,FUR-FU-10001967,10,10,1,4,1.0,1.0,12.0
Appliances,OFF-AP-10002082,10,10,2,5,1.0,1.0,12.0
Supplies,OFF-SU-10000381,60,70,7,5,6.0,6.0,72.0
Labels,OFF-LA-10002475,10,10,2,3,1.0,1.0,12.0
Furnishings,FUR-FU-10003975,140,170,4,2,14.0,14.0,168.0
Binders,OFF-BI-10003091,840,900,5,5,84.0,84.0,1008.0
Storage,OFF-ST-10002974,120,130,3,3,12.0,12.0,144.0
Art,OFF-AR-10000255,10,10,2,5,1.0,1.0,12.0
Accessories,TEC-AC-10001284,60,60,3,3,6.0,6.0,72.0
Binders,OFF-BI-10003529,0,0,1,4,0.0,0.0,0.0
Paper,OFF-PA-10000029,30,40,7,5,3.0,3.0,36.0
Furnishings,FUR-FU-10002116,50,60,2,2,5.0,5.0,60.0
Phones,TEC-PH-10002200,280,340,2,3,28.0,28.0,336.0
Phones,TEC-PH-10000441,190,200,2,4,19.0,19.0,228.0
Tables,FUR-TA-10002958,440,520,2,4,44.0,44.0,528.0
Art,OFF-AR-10001662,10,10,3,2,1.0,1.0,12.0
Paper,OFF-PA-10004101,40,50,7,5,4.0,4.0,48.0
Storage,OFF-ST-10002756,890,950,7,2,89.0,89.0,1068.0
Paper,OFF-PA-10000483,60,60,2,2,6.0,6.0,72.0
Tables,FUR-TA-10002041,220,270,3,5,22.0,22.0,264.0
Art,OFF-AR-10001166,10,10,1,3,1.0,1.0,12.0
Labels,OFF-LA-10004345,10,10,3,5,1.0,1.0,12.0
Binders,OFF-BI-10002852,10,10,2,3,1.0,1.0,12.0
Appliances,OFF-AP-10001058,540,670,3,5,54.0,54.0,648.0
Storage,OFF-ST-10003470,1050,1120,4,4,105.0,105.0,1260.0
Bookcases,FUR-BO-10003159,220,280,3,3,22.0,22.0,264.0
Binders,OFF-BI-10003684,100,120,7,3,10.0,10.0,120.0
Accessories,TEC-AC-10000487,20,20,3,3,2.0,2.0,24.0
Paper,OFF-PA-10001736,180,210,6,2,18.0,18.0,216.0
Paper,OFF-PA-10001609,10,10,3,5,1.0,1.0,12.0
Accessories,TEC-AC-10003116,40,50,3,2,4.0,4.0,48.0
Furnishings,FUR-FU-10004586,20,20,3,2,2.0,2.0,24.0
Chairs,FUR-CH-10000454,570,660,3,3,57.0,57.0,684.0
Binders,OFF-BI-10004970,10,10,2,3,1.0,1.0,12.0
Binders,OFF-BI-10002824,20,30,2,5,2.0,2.0,24.0
Accessories,TEC-AC-10003657,60,70,2,5,6.0,6.0,72.0
Labels,OFF-LA-10003510,50,60,2,3,5.0,5.0,60.0
Tables,FUR-TA-10001676,30,40,1,4,3.0,3.0,36.0
Labels,OFF-LA-10004853,10,10,2,3,1.0,1.0,12.0
Art,OFF-AR-10000315,10,10,3,5,1.0,1.0,12.0
Supplies,OFF-SU-10000381,30,30,3,2,3.0,3.0,36.0
Fasteners,OFF-FA-10002763,10,10,2,4,1.0,1.0,12.0
Storage,OFF-ST-10000877,190,220,4,5,19.0,19.0,228.0
Binders,OFF-BI-10001071,110,130,2,4,11.0,11.0,132.0
Binders,OFF-BI-10001097,20,20,3,4,2.0,2.0,24.0
Supplies,OFF-SU-10004782,30,30,3,3,3.0,3.0,36.0
Furnishings,FUR-FU-10000672,30,40,3,5,3.0,3.0,36.0
Paper,OFF-PA-10002986,30,30,5,4,3.0,3.0,36.0
Machines,TEC-MA-10001972,720,840,3,5,72.0,72.0,864.0
Phones,TEC-PH-10000169,30,40,3,3,3.0,3.0,36.0
Chairs,FUR-CH-10001482,190,210,2,5,19.0,19.0,228.0
Accessories,TEC-AC-10002018,20,20,4,4,2.0,2.0,24.0
Binders,OFF-BI-10000301,0,0,2,2,0.0,0.0,0.0
Paper,OFF-PA-10004381,110,120,3,5,11.0,11.0,132.0
Binders,OFF-BI-10004141,0,0,2,2,0.0,0.0,0.0
Binders,OFF-BI-10001575,40,40,7,3,4.0,4.0,48.0
Phones,TEC-PH-10000984,620,780,4,2,62.0,62.0,744.0
Binders,OFF-BI-10000666,40,50,2,2,4.0,4.0,48.0
Binders,OFF-BI-10003712,10,10,2,4,1.0,1.0,12.0
Labels,OFF-LA-10003720,10,10,2,3,1.0,1.0,12.0
Supplies,OFF-SU-10001664,10,10,2,5,1.0,1.0,12.0
Envelopes,OFF-EN-10001453,150,180,3,2,15.0,15.0,180.0
Art,OFF-AR-10001860,20,30,4,5,2.0,2.0,24.0
Art,OFF-AR-10001044,30,30,1,3,3.0,3.0,36.0
Accessories,TEC-AC-10002473,100,110,5,3,10.0,10.0,120.0
Phones,TEC-PH-10001809,310,360,3,5,31.0,31.0,372.0
Paper,OFF-PA-10004733,30,30,4,5,3.0,3.0,36.0
Binders,OFF-BI-10003355,10,10,3,2,1.0,1.0,12.0
Supplies,OFF-SU-10001212,10,10,3,4,1.0,1.0,12.0
Phones,TEC-PH-10000486,650,740,8,3,65.0,65.0,780.0
Furnishings,FUR-FU-10004909,10,10,1,3,1.0,1.0,12.0
Labels,OFF-LA-10001613,10,10,5,5,1.0,1.0,12.0
Phones,TEC-PH-10004447,180,220,2,4,18.0,18.0,216.0
Art,OFF-AR-10000255,20,20,4,5,2.0,2.0,24.0
Labels,OFF-LA-10004425,10,10,3,2,1.0,1.0,12.0
Supplies,OFF-SU-10001664,20,30,3,3,2.0,2.0,24.0
Appliances,OFF-AP-10000696,80,100,7,3,8.0,8.0,96.0
Chairs,FUR-CH-10002647,50,60,1,5,5.0,5.0,60.0
Chairs,FUR-CH-10002758,580,680,4,3,58.0,58.0,696.0
Binders,OFF-BI-10000201,0,0,3,2,0.0,0.0,0.0
Supplies,OFF-SU-10004115,40,40,7,5,4.0,4.0,48.0
Paper,OFF-PA-10000806,240,280,5,3,24.0,24.0,288.0
Art,OFF-AR-10001473,10,10,5,3,1.0,1.0,12.0
Bookcases,FUR-BO-10003450,70,70,4,3,7.0,7.0,84.0
Art,OFF-AR-10001545,0,0,3,3,0.0,0.0,0.0
Accessories,TEC-AC-10004396,50,60,4,2,5.0,5.0,60.0
Furnishings,FUR-FU-10002456,40,50,9,4,4.0,4.0,48.0
Furnishings,FUR-FU-10001473,40,50,5,4,4.0,4.0,48.0
Tables,FUR-TA-10000849,330,360,5,5,33.0,33.0,396.0
Paper,OFF-PA-10001166,80,90,3,3,8.0,8.0,96.0
Paper,OFF-PA-10003256,20,30,3,5,2.0,2.0,24.0
Paper,OFF-PA-10002870,20,20,4,3,2.0,2.0,24.0
Furnishings,FUR-FU-10001215,40,40,1,5,4.0,4.0,48.0
Binders,OFF-BI-10004187,10,10,3,2,1.0,1.0,12.0
Binders,OFF-BI-10001718,50,60,3,2,5.0,5.0,60.0
Paper,OFF-PA-10004983,20,30,6,3,2.0,2.0,24.0
Furnishings,FUR-FU-10002396,30,30,3,4,3.0,3.0,36.0
Phones,TEC-PH-10003988,40,40,5,3,4.0,4.0,48.0
Art,OFF-AR-10002467,0,0,2,3,0.0,0.0,0.0
Binders,OFF-BI-10004002,10,10,2,3,1.0,1.0,12.0
Binders,OFF-BI-10002309,10,10,8,3,1.0,1.0,12.0
Phones,TEC-PH-10003885,40,40,1,4,4.0,4.0,48.0
Furnishings,FUR-FU-10002501,70,90,9,3,7.0,7.0,84.0
Paper,OFF-PA-10000176,40,40,2,4,4.0,4.0,48.0
Paper,OFF-PA-10000327,30,40,10,4,3.0,3.0,36.0
Storage,OFF-ST-10004634,30,30,3,5,3.0,3.0,36.0
Envelopes,OFF-EN-10003040,50,60,3,4,5.0,5.0,60.0
Paper,OFF-PA-10003228,180,200,4,4,18.0,18.0,216.0
Phones,TEC-PH-10004345,200,240,2,2,20.0,20.0,240.0
Chairs,FUR-CH-10000785,360,380,3,3,36.0,36.0,432.0
Copiers,TEC-CO-10004115,1080,1200,4,2,108.0,108.0,1296.0
Furnishings,FUR-FU-10002813,50,50,3,5,5.0,5.0,60.0
Paper,OFF-PA-10002751,20,20,3,3,2.0,2.0,24.0
Paper,OFF-PA-10004569,20,20,3,2,2.0,2.0,24.0
Appliances,OFF-AP-10002998,20,30,2,3,2.0,2.0,24.0
Appliances,OFF-AP-10003287,70,80,2,2,7.0,7.0,84.0
Storage,OFF-ST-10001370,200,230,4,5,20.0,20.0,240.0
Binders,OFF-BI-10004040,10,10,2,3,1.0,1.0,12.0
Appliances,OFF-AP-10002651,380,460,8,3,38.0,38.0,456.0
Accessories,TEC-AC-10002402,340,380,6,3,34.0,34.0,408.0
Binders,OFF-BI-10001658,30,40,6,3,3.0,3.0,36.0
Machines,TEC-MA-10000752,30,30,7,5,3.0,3.0,36.0
Chairs,FUR-CH-10003817,120,130,3,5,12.0,12.0,144.0
Furnishings,FUR-FU-10001876,70,80,3,3,7.0,7.0,84.0
Binders,OFF-BI-10003460,10,10,4,2,1.0,1.0,12.0
Storage,OFF-ST-10000464,70,70,2,3,7.0,7.0,84.0
Art,OFF-AR-10001919,10,10,3,2,1.0,1.0,12.0
Binders,OFF-BI-10002393,10,10,3,4,1.0,1.0,12.0
Appliances,OFF-AP-10001293,210,250,6,3,21.0,21.0,252.0
Storage,OFF-ST-10004258,40,40,3,4,4.0,4.0,48.0
Storage,OFF-ST-10002214,20,20,2,2,2.0,2.0,24.0
Binders,OFF-BI-10004970,10,10,3,5,1.0,1.0,12.0
Binders,OFF-BI-10002571,30,40,5,2,3.0,3.0,36.0
Paper,OFF-PA-10002581,50,60,2,3,5.0,5.0,60.0
Binders,OFF-BI-10001097,20,20,4,5,2.0,2.0,24.0
Binders,OFF-BI-10003429,0,0,2,2,0.0,0.0,0.0
Paper,OFF-PA-10000682,30,30,6,2,3.0,3.0,36.0
Phones,TEC-PH-10001700,140,160,4,5,14.0,14.0,168.0
Furnishings,FUR-FU-10000629,30,30,2,2,3.0,3.0,36.0
Binders,OFF-BI-10001267,10,10,3,2,1.0,1.0,12.0
Storage,OFF-ST-10001418,200,240,5,5,20.0,20.0,240.0
Fasteners,OFF-FA-10004968,10,10,4,5,1.0,1.0,12.0
Binders,OFF-BI-10004140,10,10,2,4,1.0,1.0,12.0
Binders,OFF-BI-10003460,10,10,3,5,1.0,1.0,12.0
Phones,TEC-PH-10002115,220,260,5,4,22.0,22.0,264.0
Art,OFF-AR-10003478,70,70,11,3,7.0,7.0,84.0
Art,OFF-AR-10000475,10,10,1,5,1.0,1.0,12.0
Art,OFF-AR-10003045,10,10,2,3,1.0,1.0,12.0
Chairs,FUR-CH-10000454,860,980,5,2,86.0,86.0,1032.0
Art,OFF-AR-10000380,270,300,8,2,27.0,27.0,324.0
Storage,OFF-ST-10000736,470,490,6,4,47.0,47.0,564.0
Furnishings,FUR-FU-10004270,10,10,3,4,1.0,1.0,12.0
Storage,OFF-ST-10000617,10,10,3,5,1.0,1.0,12.0
Furnishings,FUR-FU-10001706,10,10,3,2,1.0,1.0,12.0
Binders,OFF-BI-10003364,60,70,3,4,6.0,6.0,72.0
Furnishings,FUR-FU-10001861,60,80,4,3,6.0,6.0,72.0
Furnishings,FUR-FU-10004845,390,460,9,4,39.0,39.0,468.0
Art,OFF-AR-10000823,10,10,7,4,1.0,1.0,12.0
Binders,OFF-BI-10001359,1490,1790,2,5,149.0,149.0,1788.0
Phones,TEC-PH-10001835,670,760,6,2,67.0,67.0,804.0
Binders,OFF-BI-10001191,20,20,1,5,2.0,2.0,24.0
Binders,OFF-BI-10003982,40,50,3,3,4.0,4.0,48.0
Phones,TEC-PH-10001425,190,240,3,2,19.0,19.0,228.0
Chairs,FUR-CH-10001215,2260,2400,6,4,226.0,226.0,2712.0
Binders,OFF-BI-10001718,500,560,11,3,50.0,50.0,600.0
Storage,OFF-ST-10000991,310,340,3,5,31.0,31.0,372.0
Labels,OFF-LA-10001613,10,10,3,4,1.0,1.0,12.0
Phones,TEC-PH-10003437,80,90,2,5,8.0,8.0,96.0
Paper,OFF-PA-10000675,220,230,7,5,22.0,22.0,264.0
Fasteners,OFF-FA-10000840,0,0,2,3,0.0,0.0,0.0
Appliances,OFF-AP-10001947,20,20,5,5,2.0,2.0,24.0
Storage,OFF-ST-10002301,50,50,3,4,5.0,5.0,60.0
Binders,OFF-BI-10001922,0,0,1,4,0.0,0.0,0.0
Accessories,TEC-AC-10001267,110,120,5,3,11.0,11.0,132.0
Storage,OFF-ST-10000532,60,60,2,2,6.0,6.0,72.0
Art,OFF-AR-10002335,10,10,3,5,1.0,1.0,12.0
Binders,OFF-BI-10000201,0,0,3,4,0.0,0.0,0.0
Envelopes,OFF-EN-10004846,10,10,2,2,1.0,1.0,12.0
Chairs,FUR-CH-10000454,850,980,4,5,85.0,85.0,1020.0
Accessories,TEC-AC-10004145,1870,2250,9,5,187.0,187.0,2244.0
Storage,OFF-ST-10001580,50,60,4,2,5.0,5.0,60.0
Binders,OFF-BI-10003876,140,170,5,4,14.0,14.0,168.0
Art,OFF-AR-10001972,0,0,2,2,0.0,0.0,0.0
Paper,OFF-PA-10000595,100,110,5,5,10.0,10.0,120.0
Chairs,FUR-CH-10004477,160,180,3,4,16.0,16.0,192.0
Accessories,TEC-AC-10003441,90,100,6,4,9.0,9.0,108.0
Storage,OFF-ST-10004459,990,1130,3,4,99.0,99.0,1188.0
Storage,OFF-ST-10003805,1070,1260,6,2,107.0,107.0,1284.0
